userId,company,email,firstName,lastName,jobTitle,isAdmin,permissionProfileName,AddedDate,userStatus,user
"0045aabe-7218-4ad3-8da4-b29691368acd","paul.allen_tally_stage","Christian.Beck-Breen_tally_stage@dsxtr.com",Alessandra,Barton,"",False,"DocuSign Viewer","2020-04-11T11:05:01.0030000Z",Closed,"Christian.Beck-Breen_tally_stage"
"00ca8c8c-4e90-4fae-a06a-372bfa5047ab","paul.allen_tally_stage","Braden.Penn_tally_stage@dsxtr.com",Violet,Boyd,"",False,"DocuSign Viewer","2020-03-15T01:36:45.0100000Z",Closed,"Braden.Penn_tally_stage"
"013b40f0-7b32-4961-821e-8cc3838fb002","paul.allen_tally_stage","Jonah.Moody-Davidson_tally_stage@dsxtr.com",Judah,Connolly,"",False,"DocuSign Viewer","2020-03-01T21:20:08.0570000Z",Active,"Jonah.Moody-Davidson_tally_stage"
"015617bc-b425-4aa0-828e-7c4cde35cf19","paul.allen_tally_stage","Diego.Churchill_tally_stage@dsxtr.com",Alan,Calhoun,"",False,"DocuSign Viewer","2020-04-12T00:05:01.8770000Z",Active,"Diego.Churchill_tally_stage"
"020fe69e-9ba6-4109-bbb8-d30f8cdb444c","paul.allen_tally_stage","Jazmine.Patton-Molloy_tally_stage@dsxtr.com",Melanie,Clark,"",False,"DocuSign Viewer","2020-03-02T10:36:12.5970000Z",Closed,"Jazmine.Patton-Molloy_tally_stage"
"022f9eb6-0f2f-4476-ac80-e950c4c65c10","paul.allen_tally_stage","Lilly.Cobb_tally_stage@dsxtr.com",Mario,Clay,"",False,"DocuSign Viewer","2020-03-19T15:05:44.9170000Z",Closed,"Lilly.Cobb_tally_stage"
"025e1ad7-e57e-4e6e-9d23-543eacd9b913","paul.allen_tally_stage","Grayson.Walker_tally_stage@dsxtr.com",Andy,Zimmerman,"",False,"DocuSign Viewer","2020-03-24T09:05:09.7370000Z",Active,"Grayson.Walker_tally_stage"
"0273535d-77ac-4560-879d-f2ad290ce3ec","paul.allen_tally_stage","Cruz.Stokes_tally_stage@dsxtr.com",Alina,"O'Neill","",False,"DocuSign Viewer","2020-03-03T05:29:26.6170000Z",Closed,"Cruz.Stokes_tally_stage"
"031b96e1-ea8d-41b8-b382-f5d8edf5ede6","paul.allen_tally_stage","Oliver.Huber_tally_stage@dsxtr.com",Milo,"Morris-Bowen","",False,"DocuSign Viewer","2020-03-25T08:04:58.1870000Z",Active,"Oliver.Huber_tally_stage"
"033e91c2-8a15-45d5-82af-90ff92a470a4","paul.allen_tally_stage","Dustin.Finn_tally_stage@dsxtr.com",Enrique,Jacobs,"",False,"DocuSign Viewer","2020-03-08T05:20:22.2270000Z",Closed,"Dustin.Finn_tally_stage"
