userId,company,email,firstName,lastName,jobTitle,isAdmin,permissionProfileName,AddedDate,userStatus,user
"000682dd-9e0b-435f-9d25-e7f33ff95fe1","Tally Account 18","Caitlin.Reilly_tally_demo@dsxtr.com",Caitlin,Reilly,"",False,"DocuSign Viewer","2020-09-29T06:46:32.4070000Z",Active,"Caitlin.Reilly_tally_demo"
"00085e01-3a34-4ad6-8f7d-1b2730e21637","","Anthony.O'Neal_tally_demo@dsxtr.com",Anthony,"O'Neal","",False,"DocuSign Viewer","2021-03-01T18:59:47.5700000Z",Closed,"Anthony.O'Neal_tally_demo"
"001229e6-a9bb-402a-8ab9-47af156bf453","Tally Account 18","Kameron.Carney_tally_demo@dsxtr.com",Kameron,Carney,"",False,"DocuSign Viewer","2020-10-22T07:46:05.1100000Z",Active,"Kameron.Carney_tally_demo"
"001ec71f-e94d-4d14-a4a3-39abbba8154b","Tally Account 18","Erik.Wiley_tally_demo@dsxtr.com",Erik,Wiley,"",False,"DocuSign Viewer","2020-10-30T09:49:54.4370000Z",Closed,"Erik.Wiley_tally_demo"
"00248944-aec6-4505-87a5-ad2de00b3ac3","Tally Account 18","Adriana.Alvarez_tally_demo@dsxtr.com",Adriana,Alvarez,"",False,"DocuSign Viewer","2020-06-29T19:45:54.1030000Z",Active,"Adriana.Alvarez_tally_demo"
"00275141-1879-434e-8312-83f99cfc7c3f","","Phoebe.Snow_tally_demo@dsxtr.com",Phoebe,Snow,"",False,"DocuSign Viewer","2021-01-31T20:45:32.4030000Z",Active,"Phoebe.Snow_tally_demo"
"002ee024-7f39-4de2-be77-752dd9dd8494","Tally Account 18","Arturo.Sutton-Davenport_tally_demo@dsxtr.com",Arturo,"Sutton-Davenport","",False,"DocuSign Viewer","2020-09-26T16:45:57.7030000Z",Closed,"Arturo.Sutton-Davenport_tally_demo"
"002ef114-7cb4-41fa-9caa-fedd086f0ac9","Tally Account 18","Enrique.Powers_tally_demo@dsxtr.com",Enrique,Powers,"",False,"DocuSign Viewer","2020-06-11T07:45:46.9170000Z",Closed,"Enrique.Powers_tally_demo"
"00304e3b-bc4e-421c-a996-7b08223dad30","Tally Account 18","Mitchell.Houghton_tally_demo@dsxtr.com",Mitchell,Houghton,"",False,"DocuSign Viewer","2020-05-05T12:47:32.6730000Z",Closed,"Mitchell.Houghton_tally_demo"
"003737db-b710-48e9-986a-ae7ef149da1a","Tally Account 18","Audrina.Sharpe_tally_demo@dsxtr.com",Audrina,Sharpe,"",False,"DocuSign Viewer","2020-11-17T00:46:24.3430000Z",Closed,"Audrina.Sharpe_tally_demo"
"003a0ba4-d857-4990-b5ab-f6e731684c09","Tally Account 18","Tiffany.Hutchison_tally_demo@dsxtr.com",Tiffany,Hutchison,"",False,"DocuSign Viewer","2020-10-25T01:49:24.3530000Z",Closed,"Tiffany.Hutchison_tally_demo"
"003a56fd-7ed5-4080-aeb4-a06a33f09b40","Tally Account 18","August.Roberts_tally_demo@dsxtr.com",August,Roberts,"",False,"DocuSign Viewer","2020-11-26T11:46:35.6570000Z",Active,"August.Roberts_tally_demo"
"003ea08c-d9a2-4726-bccc-f8a902fd138c","Tally Account 18","Fernando.Frazier_tally_demo@dsxtr.com",Fernando,Frazier,"",False,"DocuSign Viewer","2020-11-06T23:46:04.6130000Z",Closed,"Fernando.Frazier_tally_demo"
